date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:33:25	1454/1454	---M-Z	200	added ('OK')	application/javascript	etag:%225ae-61322fba3d4c2-gzip%22	https://en.yachiyo-ind.co.jp/wp/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Widget/Arrow/ArrowImage/Assets/dist/w-arrow-image.min.js?ver=78442573	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/wp/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Widget/Arrow/ArrowImage/Assets/dist/w-arrow-image.min9cff.js	(from https://en.yachiyo-ind.co.jp/)
18:33:26	5621/5621	---M-Z	200	added ('OK')	application/javascript	etag:%2215f5-61322fba3e462-gzip%22	https://en.yachiyo-ind.co.jp/wp/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Widget/Bullet/Assets/dist/w-bullet.min.js?ver=78442573	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/wp/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Widget/Bullet/Assets/dist/w-bullet.min9cff.js	(from https://en.yachiyo-ind.co.jp/)
18:33:27	16108/16108	---M--	200	added ('OK')	image/png	etag:%223eec-614286680ff04%22	https://en.yachiyo-ind.co.jp/lib/2024/03/Logo_Motherson_Yachiyo.png	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/lib/2024/03/Logo_Motherson_Yachiyo.png	(from https://en.yachiyo-ind.co.jp/)
18:33:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Nov%202024%2011:33:28%20GMT	https://en.yachiyo-ind.co.jp/contacts/	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/contacts/index.html	(from https://en.yachiyo-ind.co.jp/)
18:33:28	41027/41027	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:28%20GMT	https://en.yachiyo-ind.co.jp/pickup	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/pickup.html	(from https://en.yachiyo-ind.co.jp/)
18:33:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Nov%202024%2011:33:29%20GMT	https://en.yachiyo-ind.co.jp/profile/branch/	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/profile/branch/index.html	(from https://en.yachiyo-ind.co.jp/)
18:33:29	30775/30775	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:29%20GMT	https://en.yachiyo-ind.co.jp/news-archives	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/news-archives.html	(from https://en.yachiyo-ind.co.jp/)
18:33:30	47570/47570	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:30%20GMT	https://en.yachiyo-ind.co.jp/wakako_tsuchida	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/wakako_tsuchida.html	(from https://en.yachiyo-ind.co.jp/)
18:33:31	38127/38127	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:31%20GMT	https://en.yachiyo-ind.co.jp/sitemaps	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/sitemaps.html	(from https://en.yachiyo-ind.co.jp/)
18:33:32	47227/47227	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:32%20GMT	https://en.yachiyo-ind.co.jp/profile	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/profile.html	(from https://en.yachiyo-ind.co.jp/)
18:33:33	39226/39226	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:33%20GMT	https://en.yachiyo-ind.co.jp/profile/greeting	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/profile/greeting.html	(from https://en.yachiyo-ind.co.jp/)
18:33:34	35903/35903	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:34%20GMT	https://en.yachiyo-ind.co.jp/profile/philosophy	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/profile/philosophy.html	(from https://en.yachiyo-ind.co.jp/)
18:33:35	36204/36204	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:35%20GMT	https://en.yachiyo-ind.co.jp/profile/vision2030	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/profile/vision2030.html	(from https://en.yachiyo-ind.co.jp/)
18:33:36	42122/42122	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:36%20GMT	https://en.yachiyo-ind.co.jp/profile/outline	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/profile/outline.html	(from https://en.yachiyo-ind.co.jp/)
18:33:37	41764/41764	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:37%20GMT	https://en.yachiyo-ind.co.jp/profile/history	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/profile/history.html	(from https://en.yachiyo-ind.co.jp/)
18:33:38	38561/38561	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:38%20GMT	https://en.yachiyo-ind.co.jp/profile/officer	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/profile/officer.html	(from https://en.yachiyo-ind.co.jp/)
18:33:39	35232/35232	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:39%20GMT	https://en.yachiyo-ind.co.jp/profile/orga	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/profile/orga.html	(from https://en.yachiyo-ind.co.jp/)
18:33:40	46714/46714	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:40%20GMT	https://en.yachiyo-ind.co.jp/profile/quality-policy	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/profile/quality-policy.html	(from https://en.yachiyo-ind.co.jp/)
18:33:41	42271/42271	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:41%20GMT	https://en.yachiyo-ind.co.jp/profile/csr	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/profile/csr.html	(from https://en.yachiyo-ind.co.jp/)
18:33:42	38563/38563	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:42%20GMT	https://en.yachiyo-ind.co.jp/profile/buying	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/profile/buying.html	(from https://en.yachiyo-ind.co.jp/)
18:33:43	65901/65901	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:43%20GMT	https://en.yachiyo-ind.co.jp/profile/branch	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/profile/branch.html	(from https://en.yachiyo-ind.co.jp/)
18:33:44	43582/43582	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:44%20GMT	https://en.yachiyo-ind.co.jp/products	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/products.html	(from https://en.yachiyo-ind.co.jp/)
18:33:45	51012/51012	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:45%20GMT	https://en.yachiyo-ind.co.jp/products/sunroofs	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/products/sunroofs.html	(from https://en.yachiyo-ind.co.jp/)
18:33:46	51238/51238	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:46%20GMT	https://en.yachiyo-ind.co.jp/products/fueltanks	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/products/fueltanks.html	(from https://en.yachiyo-ind.co.jp/)
18:33:47	51870/51870	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:47%20GMT	https://en.yachiyo-ind.co.jp/products/plasticproducts	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/products/plasticproducts.html	(from https://en.yachiyo-ind.co.jp/)
18:33:48	37008/37008	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:48%20GMT	https://en.yachiyo-ind.co.jp/products/cfrpproducts	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/products/cfrpproducts.html	(from https://en.yachiyo-ind.co.jp/)
18:33:49	35373/35373	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:49%20GMT	https://en.yachiyo-ind.co.jp/products/serviceparts	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/products/serviceparts.html	(from https://en.yachiyo-ind.co.jp/)
18:33:50	36073/36073	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:50%20GMT	https://en.yachiyo-ind.co.jp/products/drivingsupplementaldevice	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/products/drivingsupplementaldevice.html	(from https://en.yachiyo-ind.co.jp/)
18:33:51	34933/34933	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:51%20GMT	https://en.yachiyo-ind.co.jp/products/driving-simulator	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/products/driving-simulator.html	(from https://en.yachiyo-ind.co.jp/)
18:33:52	36590/36590	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:52%20GMT	https://en.yachiyo-ind.co.jp/rd	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/rd.html	(from https://en.yachiyo-ind.co.jp/)
18:33:53	39335/39335	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:53%20GMT	https://en.yachiyo-ind.co.jp/rd/policy	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/rd/policy.html	(from https://en.yachiyo-ind.co.jp/)
18:33:54	40278/40278	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:54%20GMT	https://en.yachiyo-ind.co.jp/rd/system	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/rd/system.html	(from https://en.yachiyo-ind.co.jp/)
18:33:55	37843/37843	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:55%20GMT	https://en.yachiyo-ind.co.jp/rd/location	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/rd/location.html	(from https://en.yachiyo-ind.co.jp/)
18:33:56	38153/38153	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:56%20GMT	https://en.yachiyo-ind.co.jp/ir	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/ir.html	(from https://en.yachiyo-ind.co.jp/)
18:33:57	59994/59994	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:57%20GMT	https://en.yachiyo-ind.co.jp/ir/highlight	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/ir/highlight.html	(from https://en.yachiyo-ind.co.jp/)
18:33:58	49491/49491	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:58%20GMT	https://en.yachiyo-ind.co.jp/ir/stock	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/ir/stock.html	(from https://en.yachiyo-ind.co.jp/)
18:33:59	90703/90703	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202024%2011:33:59%20GMT	https://en.yachiyo-ind.co.jp/ir/references	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/ir/references.html	(from https://en.yachiyo-ind.co.jp/)
18:34:00	802/802	---M--	200	added ('OK')	image/svg+xml	etag:%22322-59c40145c8140%22	https://en.yachiyo-ind.co.jp/assets/img/ico_corp_w.svg	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/assets/img/ico_corp_w.svg	(from https://en.yachiyo-ind.co.jp/)
18:34:01	1845/1845	---M--	200	added ('OK')	image/svg+xml	etag:%22735-59c40146bc380%22	https://en.yachiyo-ind.co.jp/assets/img/ico_product_w.svg	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/assets/img/ico_product_w.svg	(from https://en.yachiyo-ind.co.jp/)
18:34:02	1194/1194	---M--	200	added ('OK')	image/svg+xml	etag:%224aa-59c40146bc380%22	https://en.yachiyo-ind.co.jp/assets/img/ico_rd_w.svg	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/assets/img/ico_rd_w.svg	(from https://en.yachiyo-ind.co.jp/)
18:34:03	708/708	---M--	200	added ('OK')	image/svg+xml	etag:%222c4-59c40145c8140%22	https://en.yachiyo-ind.co.jp/assets/img/ico_ir_w.svg	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/assets/img/ico_ir_w.svg	(from https://en.yachiyo-ind.co.jp/)
18:34:04	494/494	---M--	200	added ('OK')	image/svg+xml	etag:%221ee-59c40145c8140%22	https://en.yachiyo-ind.co.jp/assets/img/ico_home_w.svg	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/assets/img/ico_home_w.svg	(from https://en.yachiyo-ind.co.jp/)
18:34:06	709455/709455	---M--	200	added ('OK')	image/png	etag:%22ad34f-6238150c01a1c%22	https://en.yachiyo-ind.co.jp/lib/slider/cache/c4ab8748a1814ba4bc5d5ff1966e363d/YachiyoEN_gTop-slide-pc24i.png	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/lib/slider/cache/c4ab8748a1814ba4bc5d5ff1966e363d/YachiyoEN_gTop-slide-pc24i.png	(from https://en.yachiyo-ind.co.jp/)
18:34:07	201627/201627	---M--	200	added ('OK')	image/jpeg	etag:%223139b-61457f91dfaa5%22	https://en.yachiyo-ind.co.jp/lib/slider/cache/ab50663294104e5688751387858a1bd0/gTop-slide-pc021.jpg	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/lib/slider/cache/ab50663294104e5688751387858a1bd0/gTop-slide-pc021.jpg	(from https://en.yachiyo-ind.co.jp/)
18:34:08	166162/166162	---M--	200	added ('OK')	image/jpeg	etag:%2228912-61457f9214667%22	https://en.yachiyo-ind.co.jp/lib/slider/cache/2e7e232317efccedbd897af9fa3938f6/gTop-slide-pc011.jpg	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/lib/slider/cache/2e7e232317efccedbd897af9fa3938f6/gTop-slide-pc011.jpg	(from https://en.yachiyo-ind.co.jp/)
18:34:09	111348/111348	---M--	200	added ('OK')	image/jpeg	etag:%221b2f4-61457f923b769%22	https://en.yachiyo-ind.co.jp/lib/slider/cache/c89a6258092a959d44f46561824624a1/gTop-slide-pc031.jpg	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/lib/slider/cache/c89a6258092a959d44f46561824624a1/gTop-slide-pc031.jpg	(from https://en.yachiyo-ind.co.jp/)
18:34:10	149371/149371	---M--	200	added ('OK')	application/pdf	etag:%222477b-62143eda80180%22	https://en.yachiyo-ind.co.jp/pdf/2024/press/press_en_240904.pdf	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/pdf/2024/press/press_en_240904.pdf	(from https://en.yachiyo-ind.co.jp/)
18:34:11	269131/269131	---M--	200	added ('OK')	application/pdf	etag:%2241b4b-615185cc3d400%22	https://en.yachiyo-ind.co.jp/pdf/2024/press/press_240402en.pdf	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/pdf/2024/press/press_240402en.pdf	(from https://en.yachiyo-ind.co.jp/)
18:34:12	163020/163020	---M--	200	added ('OK')	application/pdf	etag:%2227ccc-60aa217b547c0%22	https://en.yachiyo-ind.co.jp/pdf/2023/press/press_en_231121.pdf	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/pdf/2023/press/press_en_231121.pdf	(from https://en.yachiyo-ind.co.jp/)
18:34:13	179199/179199	---M--	200	added ('OK')	application/pdf	etag:%222bbff-607ce6a0a9600%22	https://en.yachiyo-ind.co.jp/pdf/2023/press/press_en_231016.pdf	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/pdf/2023/press/press_en_231016.pdf	(from https://en.yachiyo-ind.co.jp/)
18:34:14	262951/262951	---M--	200	added ('OK')	application/pdf	etag:%2240327-6077aba951180%22	https://en.yachiyo-ind.co.jp/pdf/2023/press/press_en_231012.pdf	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/pdf/2023/press/press_en_231012.pdf	(from https://en.yachiyo-ind.co.jp/)
18:34:14	47861/47861	---M--	200	added ('OK')	application/pdf	etag:%22baf5-60e78996a2a40%22	https://en.yachiyo-ind.co.jp/pdf/2023/ir/rinji20231206.pdf	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/pdf/2023/ir/rinji20231206.pdf	(from https://en.yachiyo-ind.co.jp/)
18:34:16	143136/143136	---M--	200	added ('OK')	application/pdf	etag:%2222f20-60bb828f07840%22	https://en.yachiyo-ind.co.jp/pdf/2023/ir/rinji20231122.pdf	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/pdf/2023/ir/rinji20231122.pdf	(from https://en.yachiyo-ind.co.jp/)
18:34:17	165755/165755	---M--	200	added ('OK')	application/pdf	etag:%222877b-60a0150e9ab40%22	https://en.yachiyo-ind.co.jp/pdf/2023/ir/press_231113.pdf	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/pdf/2023/ir/press_231113.pdf	(from https://en.yachiyo-ind.co.jp/)
18:34:18	338363/338363	---M--	200	added ('OK')	application/pdf	etag:%22529bb-609c6454b47c0%22	https://en.yachiyo-ind.co.jp/pdf/2023/ir/yuka71_2.pdf	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/pdf/2023/ir/yuka71_2.pdf	(from https://en.yachiyo-ind.co.jp/)
18:34:19	372991/372991	---M--	200	added ('OK')	application/pdf	etag:%225b0ff-608fb9d4ac340%22	https://en.yachiyo-ind.co.jp/pdf/2023/ir/tanshin_71th_2q.pdf	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/pdf/2023/ir/tanshin_71th_2q.pdf	(from https://en.yachiyo-ind.co.jp/)
